2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
40,18,37,43,50,54,105,138,404,408,356,623,522,891,599,710,743,1089,575,1064
